TF,Target,Weight
TCF19,KIF18A,0.702120430763894
TCF19,KIF20A,0.7018820704524885
TCF19,KIF23,0.7260389881566273
TCF19,KIF2C,0.7083611431430742
TCF19,KIF4A,0.7581871751658462
TCF19,KIF4B,0.7647024458476953
TCF19,KIFC1,0.7322045186055088
TCF19,MCM10,0.7287169643655522
TCF19,MCM2,0.7566748244149047
TCF19,MCM3,0.7262330267822104
TCF19,MCM6,0.7214338327134455
TCF19,MELK,0.725622195349116
TCF19,MYBL2,0.7014033011601812
TCF19,NCAPH,0.7249867195308236
TCF19,NDC80,0.7246258848304276
TCF19,NUSAP1,0.7408365666834238
TCF19,ORC1L,0.7421026624525955
TCF19,PLK1,0.7204411232247554
TCF19,POLG,0.7165662033306888
TCF19,PRC1,0.7564738386665759
TCF19,PTTG2,0.7030357841518508
TCF19,PTTG3,0.7005037604602788
TCF19,RACGAP1,0.733790883603775
TCF19,RAD51,0.7257587725062795
TCF19,RAD51AP1,0.7116112012807664
TCF19,RRM2,0.7374587425251713
TCF19,SMC4,0.7176656175524732
TCF19,SPC25,0.7022413805245263
TCF19,STIL,0.7537098343411869
TCF19,STMN1,0.7030078359159149
TCF19,TOP2A,0.7059464201519892
TCF19,TPX2,0.7622037695233557
